source,source_path,relative_path,canonical_path,canonical_script,document_id,layer,split,char_count,line_count,segment_count,has_accent,has_unknown_chars,source_hash,canonical_hash,byte_count,freeze_id,freeze_input_path
gretil,data/raw/gretil/1_veda/2_bra/gopbra_u.htm,1_veda/2_bra/gopbra_u.htm,data/canonical/gretil_iast/1_veda/2_bra/gopbra_u.txt,iast,doc_623716e476beb6213d79c809,veda,train,241482,10487,5244,false,false,9226c60d019eb37ef306337cfec3ab31612a3b35b3c9ddc602936dfef03928d0,9e447b00d2e742c7c52e72c58901e35b2ecb4a18959c2cffd7c491ebe87894f9,289618,368731bdd1ce7db98d16341648dc4542a71617befdcebb88b675f7fb380c981c,1_veda/2_bra/gopbra_u.txt
gretil,data/raw/gretil/1_veda/2_bra/kausibru.htm,1_veda/2_bra/kausibru.htm,data/canonical/gretil_iast/1_veda/2_bra/kausibru.txt,iast,doc_7f11858eca93c5029fc54fe6,veda,train,340997,13833,6917,false,false,a4007280eaf571f0b9e41900f53a4cb10db905301f582675932fd0ecccd97d0b,be2f79cb168bcac05183c578ca8c69d94c27e7aa05eb2310c172880311ea27af,391445,368731bdd1ce7db98d16341648dc4542a71617befdcebb88b675f7fb380c981c,1_veda/2_bra/kausibru.txt
gretil,data/raw/gretil/1_veda/2_bra/pncvbr1u.htm,1_veda/2_bra/pncvbr1u.htm,data/canonical/gretil_iast/1_veda/2_bra/pncvbr1u.txt,iast,doc_ebc948235a1b7620f48b2187,veda,dev,332187,7123,3562,false,false,5baa2cb6c980efa44bb4dd48e56bceb085f5c595619f65a9315dfd3cb2b4adff,9857e0373b27fa8611a182f94ee563ab139d5b55cddccb764cf7512d3eb5e49f,397706,368731bdd1ce7db98d16341648dc4542a71617befdcebb88b675f7fb380c981c,1_veda/2_bra/pncvbr1u.txt
gretil,data/raw/gretil/1_veda/2_bra/pncvbr2u.htm,1_veda/2_bra/pncvbr2u.htm,data/canonical/gretil_iast/1_veda/2_bra/pncvbr2u.txt,iast,doc_2696004a81193cc08a7b2e5e,veda,train,335411,7123,3562,false,false,43b1a9b55653a798ba2662bc8ab4c91d6e8538299ff410f0f031a6a9c152ca6c,97b5341bbbf9430d50c0568e8fcb73f73c4dc8e85a70ae1e1566af505737926f,397716,368731bdd1ce7db98d16341648dc4542a71617befdcebb88b675f7fb380c981c,1_veda/2_bra/pncvbr2u.txt
gretil,data/raw/gretil/1_veda/2_bra/satapath/sb_01_u.htm,1_veda/2_bra/satapath/sb_01_u.htm,data/canonical/gretil_iast/1_veda/2_bra/satapath/sb_01_u.txt,iast,doc_c87200f346d91442580e7fd2,veda,test,167245,5145,2555,false,false,f7b8223849f011596b68767489e47b82cf15dcc8c98756d4c40506a522c9dc8b,ed57d1b99cc9681c907e7f564ebd173128cc397a839e675ac95340e557e4d0a6,198142,368731bdd1ce7db98d16341648dc4542a71617befdcebb88b675f7fb380c981c,1_veda/2_bra/satapath/sb_01_u.txt
gretil,data/raw/gretil/1_veda/2_bra/satapath/sb_02_u.htm,1_veda/2_bra/satapath/sb_02_u.htm,data/canonical/gretil_iast/1_veda/2_bra/satapath/sb_02_u.txt,iast,doc_58452b0787b62b8ef27e6e73,veda,train,117124,3583,1768,false,false,e64f59c09eea8ce5a508582774be43540fbeae6d19cb99b255cf0ce01777d373,6e21efad48b15b31e72d2270b85df9d49472398050f16e2b9abd23d329452aec,137884,368731bdd1ce7db98d16341648dc4542a71617befdcebb88b675f7fb380c981c,1_veda/2_bra/satapath/sb_02_u.txt
gretil,data/raw/gretil/1_veda/2_bra/satapath/sb_03_u.htm,1_veda/2_bra/satapath/sb_03_u.htm,data/canonical/gretil_iast/1_veda/2_bra/satapath/sb_03_u.txt,iast,doc_91b57c5090e35838b6b3e0e4,veda,dev,173923,5335,2632,false,false,287936df0f2d2ddff0741dc5d953751d1a992643d76bfcfc9d2e17358b12c460,2e6ed4a6d61ee0f2db6f094ba94800455ddf719b54df75b88ee9922b742dc823,206359,368731bdd1ce7db98d16341648dc4542a71617befdcebb88b675f7fb380c981c,1_veda/2_bra/satapath/sb_03_u.txt
gretil,data/raw/gretil/1_veda/2_bra/satapath/sb_04_u.htm,1_veda/2_bra/satapath/sb_04_u.htm,data/canonical/gretil_iast/1_veda/2_bra/satapath/sb_04_u.txt,iast,doc_2be734e31b7165fde38a8272,veda,train,136141,4129,2065,false,false,589d4067984d6b43d4af9c57876a1efc03a03fa5e360cf6873d4ccd8de5952ad,a21c96b439976700e504c4f2e595f0a0d4c2b3fa5c33388d3eaa4e0ad980b411,162557,368731bdd1ce7db98d16341648dc4542a71617befdcebb88b675f7fb380c981c,1_veda/2_bra/satapath/sb_04_u.txt
gretil,data/raw/gretil/1_veda/2_bra/satapath/sb_05_u.htm,1_veda/2_bra/satapath/sb_05_u.htm,data/canonical/gretil_iast/1_veda/2_bra/satapath/sb_05_u.txt,iast,doc_4d968c1f99cec1a666ec6905,veda,train,102932,3067,1534,false,false,acba4da46f1f1ce253eee3dfd03af33df44c7ac282b8dc62d8c1555f5f8e52d1,856f7aa2dc044aec30a3ea4678d97470c3df203b49829b0a4b225ba328e89b11,122404,368731bdd1ce7db98d16341648dc4542a71617befdcebb88b675f7fb380c981c,1_veda/2_bra/satapath/sb_05_u.txt
gretil,data/raw/gretil/1_veda/2_bra/satapath/sb_06_u.htm,1_veda/2_bra/satapath/sb_06_u.htm,data/canonical/gretil_iast/1_veda/2_bra/satapath/sb_06_u.txt,iast,doc_2532a391329da60452ba70b0,veda,train,121622,3631,1816,false,false,a9af8b520311f0b42ba9aca28f4ff06c26f0d97542e9002389ce737039293971,143b4ac6592b6f42545624ce18a208376ca43e5750df464d4c3fd34e850b6baa,143957,368731bdd1ce7db98d16341648dc4542a71617befdcebb88b675f7fb380c981c,1_veda/2_bra/satapath/sb_06_u.txt
gretil,data/raw/gretil/1_veda/2_bra/satapath/sb_07_u.htm,1_veda/2_bra/satapath/sb_07_u.htm,data/canonical/gretil_iast/1_veda/2_bra/satapath/sb_07_u.txt,iast,doc_87077a8774b362e320b90eae,veda,train,94656,2833,1417,false,false,7160e2412d76378f10949f821bfc3a038c9fd8f0d2ea14211609c349d2039d0e,81b93633f376087973e17e7d69fef7960af6e1e7ffe85230fc03b628dcb65346,112654,368731bdd1ce7db98d16341648dc4542a71617befdcebb88b675f7fb380c981c,1_veda/2_bra/satapath/sb_07_u.txt
gretil,data/raw/gretil/1_veda/2_bra/satapath/sb_08_u.htm,1_veda/2_bra/satapath/sb_08_u.htm,data/canonical/gretil_iast/1_veda/2_bra/satapath/sb_08_u.txt,iast,doc_daa75449163bd902e9db0f06,veda,train,107343,3183,1592,false,false,61b5986d871022e4748b272d71e62f475ff39bde4bf744963779768550d2b673,c2599d665cbef112180ca387d6c4d47980a896a34112ab429a0a238aec9eb276,128499,368731bdd1ce7db98d16341648dc4542a71617befdcebb88b675f7fb380c981c,1_veda/2_bra/satapath/sb_08_u.txt
gretil,data/raw/gretil/1_veda/2_bra/satapath/sb_09_u.htm,1_veda/2_bra/satapath/sb_09_u.htm,data/canonical/gretil_iast/1_veda/2_bra/satapath/sb_09_u.txt,iast,doc_cbea56af007c43a96b392ce4,veda,train,90609,2699,1350,false,false,cd846380bd731d439cee6a8658cb9b99dce885bf33a05b75f2c88714f51b4082,2151c83a5521e688981bace75dfe9727b0f24ced954b47453c039f0c44b31ab3,107394,368731bdd1ce7db98d16341648dc4542a71617befdcebb88b675f7fb380c981c,1_veda/2_bra/satapath/sb_09_u.txt
gretil,data/raw/gretil/1_veda/2_bra/satapath/sb_10_u.htm,1_veda/2_bra/satapath/sb_10_u.htm,data/canonical/gretil_iast/1_veda/2_bra/satapath/sb_10_u.txt,iast,doc_7bc976bb4e72d3069671d417,veda,train,85580,2581,1291,false,false,c829d1806ba8bde4f1cd9f90edda757dd7235dcb052c05747817f85e98531b8a,38e738df7b77522aa0c2584b4c0bb413083fd35c0474559610538d26a7922741,102863,368731bdd1ce7db98d16341648dc4542a71617befdcebb88b675f7fb380c981c,1_veda/2_bra/satapath/sb_10_u.txt
gretil,data/raw/gretil/1_veda/2_bra/satapath/sb_11_u.htm,1_veda/2_bra/satapath/sb_11_u.htm,data/canonical/gretil_iast/1_veda/2_bra/satapath/sb_11_u.txt,iast,doc_676d2903ac9451a5f1634600,veda,test,91506,2813,1407,false,false,684721a785e01b2082ec8918551cf8abcead94b5202effcada1a7f737507e208,e91c12c8932ce833c862f56b3a7b2eed898261fc5c1f1887a521c5678ce5e2d8,109549,368731bdd1ce7db98d16341648dc4542a71617befdcebb88b675f7fb380c981c,1_veda/2_bra/satapath/sb_11_u.txt
gretil,data/raw/gretil/1_veda/2_bra/satapath/sb_13_u.htm,1_veda/2_bra/satapath/sb_13_u.htm,data/canonical/gretil_iast/1_veda/2_bra/satapath/sb_13_u.txt,iast,doc_69e63c2bce748c85f66d70dd,veda,dev,88976,2717,1359,false,false,a613d12fff3a2bbab65fe8705daf81d7f784167fee50dec83e03a7639259ff2b,84a37b7cfaa5e43e694ff157a84741221edddb060130ee1df61fced1677c5399,106271,368731bdd1ce7db98d16341648dc4542a71617befdcebb88b675f7fb380c981c,1_veda/2_bra/satapath/sb_13_u.txt
gretil,data/raw/gretil/1_veda/2_bra/satapath/sb_14_u.htm,1_veda/2_bra/satapath/sb_14_u.htm,data/canonical/gretil_iast/1_veda/2_bra/satapath/sb_14_u.txt,iast,doc_f95bd5988b13b6ffeb08b0b9,veda,train,155964,4925,2440,false,false,4d3d186da192c291ce59f15ac96dad7f0f25595094581b268d1b09d6544ee8ef,d120fe51f67575b7509255240d7b630dcacf96b104fd85871903b08a2e10dcbc,185652,368731bdd1ce7db98d16341648dc4542a71617befdcebb88b675f7fb380c981c,1_veda/2_bra/satapath/sb_14_u.txt
gretil,data/raw/gretil/1_veda/3_ara/sankharu.htm,1_veda/3_ara/sankharu.htm,data/canonical/gretil_iast/1_veda/3_ara/sankharu.txt,iast,doc_625f9e58a1b0a51d2b4cfafa,veda,test,85130,645,335,false,false,c5471fa5e742ebe0acef12b3935a35bdfe8c0dab07decdcdddc186834111bc30,76b847b671b5bde273d64ee2bf27fc82afb018d43331be5d7e77756940100c2b,102706,368731bdd1ce7db98d16341648dc4542a71617befdcebb88b675f7fb380c981c,1_veda/3_ara/sankharu.txt
gretil,data/raw/gretil/1_veda/4_upa/aitup__u.htm,1_veda/4_upa/aitup__u.htm,data/canonical/gretil_iast/1_veda/4_upa/aitup__u.txt,iast,doc_08e8b4434a3844cd538cebfd,veda,train,5714,285,143,false,false,03a6f8a29fb6726b71fa0d4a53fbcb9f73b9bf70661da18653e72fa7e5c0fe3b,5c9e4840f8f112ea34b3dc99968e11faf3bb2287d4d9986cae3f3e692a7dc186,6806,368731bdd1ce7db98d16341648dc4542a71617befdcebb88b675f7fb380c981c,1_veda/4_upa/aitup__u.txt
gretil,data/raw/gretil/1_veda/4_upa/brup___u.htm,1_veda/4_upa/brup___u.htm,data/canonical/gretil_iast/1_veda/4_upa/brup___u.txt,iast,doc_aff2a47d3d1504d4fc469b5b,veda,train,123422,5435,2718,false,false,0b860c0fdf3b73b7b479dc42a60c829630c95f2ad4cf0e17891929f3050965fa,08a63e53754e04b026b1928a48d0dee5089d81dc613b37663fdae456d998b35b,146448,368731bdd1ce7db98d16341648dc4542a71617befdcebb88b675f7fb380c981c,1_veda/4_upa/brup___u.txt
gretil,data/raw/gretil/1_veda/4_upa/chup___u.htm,1_veda/4_upa/chup___u.htm,data/canonical/gretil_iast/1_veda/4_upa/chup___u.txt,iast,doc_6d6356467963bad5aee63474,veda,train,105612,5019,2510,false,false,dfa72268d05eb2908694a51750ba35281a5858be2d3a51a8e0d94ad35a51c9c3,b829d6a5eb0f5030be61426a7e64c9eaa42dd8ff8ac156c1db93572f22d4a6f2,124519,368731bdd1ce7db98d16341648dc4542a71617befdcebb88b675f7fb380c981c,1_veda/4_upa/chup___u.txt
gretil,data/raw/gretil/1_veda/4_upa/isup___u.htm,1_veda/4_upa/isup___u.htm,data/canonical/gretil_iast/1_veda/4_upa/isup___u.txt,iast,doc_6c0e9679ea15188a4f47a6ae,veda,train,1979,73,37,false,false,ef05c51ad4b072b60eb290b5267d8fd752ce28002354303cdbd8702f4fb735be,43c358e5b48bb68d96734cd5797db0ed78e8a52152b2948d9aa1c9ae8070da9c,2337,368731bdd1ce7db98d16341648dc4542a71617befdcebb88b675f7fb380c981c,1_veda/4_upa/isup___u.txt
